session_key,track,driver,driver_number,lap,s1,s2,s3,lap_time,is_pit_out_lap,is_pit_in_lap,is_clean_lap,dnf,team
10014,Sakhir,K ANTONELLI,12,35,38.63,58.838,35.757,133.225,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,36,31.461,44.303,24.153,99.917,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,37,31.271,42.513,23.933,97.717,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,38,30.526,42.474,23.985,96.985,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,39,30.853,42.875,23.849,97.577,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,40,30.72,42.563,23.99,97.273,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,41,30.704,42.964,23.916,97.584,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,42,30.888,42.705,24.104,97.697,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,43,30.79,42.793,24.033,97.616,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,44,30.925,42.959,24.032,97.916,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,45,30.877,42.921,24.029,97.827,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,46,30.943,42.883,23.912,97.738,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,47,30.921,42.689,24.077,97.687,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,48,30.909,42.563,24.016,97.488,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,49,30.894,42.672,24.049,97.615,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,50,30.952,42.739,24.049,97.74,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,51,31.124,42.882,24.015,98.021,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,52,31.087,43.221,24.352,98.66,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,53,31.063,43.137,24.216,98.416,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,54,31.094,43.245,24.373,98.712,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,55,31.299,43.192,24.378,98.869,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,56,31.441,43.148,24.476,99.065,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,57,31.588,43.675,24.283,99.546,False,,True,0,Mercedes
10014,Sakhir,F ALONSO,14,1,,44.353,24.669,,False,,True,0,AstonMartin
10014,Sakhir,F ALONSO,14,2,32.375,43.385,24.754,100.514,False,,True,0,AstonMartin
10014,Sakhir,F ALONSO,14,3,31.769,43.477,24.771,100.017,False,,True,0,AstonMartin
10014,Sakhir,F ALONSO,14,4,31.299,43.493,24.526,99.318,False,,True,0,AstonMartin
10014,Sakhir,F ALONSO,14,5,32.114,43.8,24.641,100.555,False,,True,0,AstonMartin
10014,Sakhir,F ALONSO,14,6,31.465,43.446,24.678,99.589,False,,True,0,AstonMartin
10014,Sakhir,F ALONSO,14,7,31.692,43.633,24.594,99.919,False,,True,0,AstonMartin
10014,Sakhir,F ALONSO,14,8,31.864,43.766,24.565,100.195,False,,True,0,AstonMartin
10014,Sakhir,F ALONSO,14,9,31.773,43.782,24.679,100.234,False,,True,0,AstonMartin
10014,Sakhir,F ALONSO,14,10,31.825,43.877,24.667,100.369,False,,True,0,AstonMartin
10014,Sakhir,F ALONSO,14,11,31.806,43.605,24.6,100.011,False,,True,0,AstonMartin
10014,Sakhir,F ALONSO,14,12,31.793,43.619,24.562,99.974,False,,True,0,AstonMartin
